Idade,Genero,Item_Comprado,Valor_Compra(R$),Forma_Pagamento,Compras_Anteriores,Frequencia_Compras
23,Masculino,Tenis,25.0,Transferencia Bancaria,37,Mensal
34,Masculino,Blusa,32.0,Venmo,10,Anual
64,Masculino,Mochila,63.0,Transferencia Bancaria,18,A cada 3 meses
31,Masculino,Calca,56.0,Venmo,2,A cada 3 meses
54,Masculino,Sueter,33.0,Dinheiro,40,Anual
23,Masculino,Casaco,32.0,PayPal,43,Anual
59,Masculino,Vestido,38.0,Cartao de Credito,14,A cada 3 meses
32,Masculino,Blusa,21.0,Transferencia Bancaria,41,Trimestral
43,Masculino,Agasalho,59.0,Cartao de Credito,38,A cada 3 meses
32,Masculino,Sapato,87.0,Cartao de Credito,12,Anual
66,Masculino,Camiseta,79.0,Venmo,19,Mensal
70,Masculino,Sapato,28.0,Dinheiro,23,Duas vezes/semana
42,Masculino,Botas,67.0,Venmo,49,Anual
56,Masculino,Shorts,75.0,PayPal,29,Trimestral
28,Masculino,Cinto,32.0,PayPal,14,Duas vezes/semana
28,Masculino,Calca,43.0,Cartao de Credito,19,Mensal
52,Masculino,Shorts,93.0,Venmo,19,Duas vezes/semana
65,Masculino,Óculos de Sol,24.0,Cartao de Credito,48,Semanal
56,Masculino,Bone,31.0,PayPal,19,Anual
59,Masculino,Camiseta,84.0,Cartao de Credito,45,A cada 3 meses
23,Masculino,Calca,74.0,Cartao de Credito,17,Trimestral
58,Masculino,Shorts,62.0,Dinheiro,15,A cada 3 meses
39,Masculino,Joias,77.0,Cartao de Credito,11,Quinzenal
28,Masculino,Mochila,73.0,Venmo,1,Mensal
40,Masculino,Sapato,50.0,Transferencia Bancaria,17,Mensal
52,Masculino,Casaco,40.0,Cartao de Credito,37,Semanal
37,Masculino,Sueter,97.0,Cartao de Debito,40,Semanal
70,Masculino,Luvas,63.0,PayPal,50,A cada 3 meses
30,Masculino,Bolsa,65.0,Cartao de Credito,20,Duas vezes/semana
38,Masculino,Meias,91.0,Cartao de Credito,8,Duas vezes/semana
66,Masculino,Agasalho,60.0,Transferencia Bancaria,16,Trimestral
29,Masculino,Calca,69.0,Dinheiro,9,Trimestral
46,Masculino,Casaco,52.0,Cartao de Debito,12,Mensal
56,Masculino,Botas,49.0,Cartao de Credito,26,Semanal
23,Masculino,Tenis,85.0,PayPal,44,Quinzenal
37,Masculino,Sueter,86.0,Venmo,19,Duas vezes/semana
56,Masculino,Bolsa,51.0,Transferencia Bancaria,43,Quinzenal
36,Masculino,Cinto,56.0,PayPal,5,A cada 3 meses
40,Masculino,Cinto,72.0,Cartao de Credito,5,A cada 3 meses
26,Masculino,Agasalho,27.0,Cartao de Debito,31,Trimestral
57,Masculino,Óculos de Sol,43.0,Dinheiro,11,Mensal
68,Masculino,Tenis,56.0,Venmo,34,Mensal
56,Masculino,Camiseta,37.0,Cartao de Credito,14,Anual
40,Masculino,Vestido,21.0,Cartao de Credito,42,Semanal
44,Masculino,Agasalho,91.0,Cartao de Credito,15,Duas vezes/semana
44,Masculino,Sueter,95.0,Venmo,47,Mensal
19,Masculino,Cinto,54.0,PayPal,23,Quinzenal
21,Masculino,Meias,36.0,Transferencia Bancaria,23,Duas vezes/semana
31,Masculino,Óculos de Sol,71.0,Dinheiro,1,A cada 3 meses
30,Masculino,Casaco,31.0,Cartao de Credito,28,Trimestral
65,Masculino,Bone,89.0,Transferencia Bancaria,37,Duas vezes/semana
39,Masculino,Calca,83.0,Transferencia Bancaria,4,A cada 3 meses
64,Masculino,Mochila,42.0,Cartao de Debito,21,Trimestral
59,Masculino,Shorts,91.0,Venmo,50,Duas vezes/semana
49,Masculino,Jaqueta,61.0,Cartao de Debito,34,Anual
24,Masculino,Mochila,66.0,Venmo,20,Trimestral
19,Masculino,Cachecol,22.0,Cartao de Debito,25,A cada 3 meses
27,Masculino,Agasalho,68.0,Cartao de Debito,26,Quinzenal
56,Masculino,Saia,43.0,Transferencia Bancaria,4,Anual
49,Masculino,Vestido,32.0,Dinheiro,39,Mensal
41,Masculino,Casaco,46.0,Dinheiro,29,Semanal
36,Masculino,Blusa,90.0,Transferencia Bancaria,47,Trimestral
68,Masculino,Bone,75.0,Dinheiro,5,A cada 3 meses
28,Masculino,Bolsa,69.0,PayPal,18,Quinzenal
45,Masculino,Cinto,40.0,Cartao de Debito,10,Quinzenal
60,Masculino,Cinto,63.0,Venmo,25,Trimestral
21,Masculino,Camisa,36.0,Venmo,2,Semanal
32,Masculino,Sapato,75.0,Dinheiro,48,Quinzenal
27,Masculino,Cachecol,67.0,PayPal,41,A cada 3 meses
40,Masculino,Calca,64.0,PayPal,42,Mensal
64,Masculino,Blusa,61.0,Cartao de Credito,44,Duas vezes/semana
18,Masculino,Luvas,40.0,Cartao de Credito,6,Trimestral
22,Masculino,Bolsa,97.0,Cartao de Debito,5,Trimestral
42,Masculino,Tenis,31.0,Venmo,8,Anual
57,Masculino,Sandalias,65.0,Dinheiro,24,Anual
33,Masculino,Óculos de Sol,54.0,Cartao de Credito,42,Mensal
37,Masculino,Jaqueta,49.0,PayPal,24,Semanal
21,Masculino,Camiseta,64.0,Venmo,38,Duas vezes/semana
51,Masculino,Tenis,35.0,Transferencia Bancaria,41,Quinzenal
30,Masculino,Sapato,86.0,Dinheiro,48,Trimestral
68,Masculino,Jaqueta,55.0,Venmo,16,Trimestral
36,Masculino,Cachecol,58.0,Transferencia Bancaria,4,Mensal
46,Masculino,Tenis,96.0,Dinheiro,8,Semanal
41,Masculino,Joias,64.0,Cartao de Debito,1,Duas vezes/semana
68,Masculino,Jaqueta,56.0,Transferencia Bancaria,4,Trimestral
21,Masculino,Blusa,85.0,Cartao de Credito,20,Mensal
62,Masculino,Vestido,23.0,Dinheiro,40,Trimestral
59,Masculino,Cachecol,72.0,Cartao de Debito,8,Quinzenal
25,Masculino,Bone,38.0,Venmo,42,Semanal
53,Masculino,Blusa,29.0,Transferencia Bancaria,38,Anual
31,Masculino,Luvas,46.0,Cartao de Debito,34,A cada 3 meses
46,Masculino,Luvas,58.0,Transferencia Bancaria,14,Quinzenal
26,Masculino,Casaco,43.0,PayPal,39,Semanal
47,Masculino,Cachecol,32.0,Dinheiro,40,Duas vezes/semana
37,Masculino,Calca,30.0,Dinheiro,49,Mensal
55,Masculino,Óculos de Sol,67.0,Dinheiro,33,Anual
30,Masculino,Vestido,45.0,Transferencia Bancaria,25,Semanal
19,Masculino,Bone,81.0,Transferencia Bancaria,48,Anual
36,Masculino,Mochila,23.0,Venmo,22,A cada 3 meses
23,Masculino,Sandalias,59.0,Dinheiro,1,Semanal
62,Masculino,Óculos de Sol,21.0,Transferencia Bancaria,47,Mensal
26,Masculino,Mochila,20.0,Transferencia Bancaria,20,Duas vezes/semana
36,Masculino,Joias,28.0,Venmo,10,Semanal
33,Masculino,Meias,100.0,Dinheiro,39,Mensal
32,Masculino,Camisa,46.0,Venmo,15,Mensal
56,Masculino,Bolsa,61.0,Dinheiro,11,Anual
58,Masculino,Blusa,58.0,Cartao de Debito,38,Semanal
34,Masculino,Mochila,50.0,Cartao de Credito,41,Quinzenal
61,Masculino,Bone,93.0,Venmo,18,Anual
48,Masculino,Saia,24.0,PayPal,13,Trimestral
25,Masculino,Shorts,100.0,Cartao de Debito,43,Anual
51,Masculino,Blusa,79.0,Venmo,12,Trimestral
29,Masculino,Meias,51.0,Cartao de Debito,3,Duas vezes/semana
54,Masculino,Cinto,90.0,Transferencia Bancaria,12,A cada 3 meses
48,Masculino,Botas,56.0,PayPal,46,Trimestral
62,Masculino,Shorts,25.0,Dinheiro,21,Quinzenal
18,Masculino,Camisa,75.0,Transferencia Bancaria,23,A cada 3 meses
43,Masculino,Bolsa,75.0,Cartao de Debito,4,Trimestral
22,Masculino,Jeans,53.0,Dinheiro,45,A cada 3 meses
68,Masculino,Vestido,100.0,Cartao de Credito,24,Quinzenal
44,Masculino,Vestido,27.0,PayPal,3,Duas vezes/semana
51,Masculino,Sandalias,60.0,PayPal,12,A cada 3 meses
66,Masculino,Jaqueta,23.0,Dinheiro,34,A cada 3 meses
59,Masculino,Casaco,40.0,Cartao de Debito,39,Anual
60,Masculino,Calca,38.0,Cartao de Credito,35,A cada 3 meses
31,Masculino,Mochila,90.0,PayPal,8,Anual
20,Masculino,Blusa,97.0,Cartao de Debito,42,Trimestral
24,Masculino,Saia,38.0,Venmo,6,A cada 3 meses
48,Masculino,Sandalias,30.0,PayPal,3,Quinzenal
39,Masculino,Calca,88.0,Transferencia Bancaria,29,Trimestral
34,Masculino,Bone,33.0,Dinheiro,32,Trimestral
70,Masculino,Agasalho,60.0,Venmo,45,Semanal
59,Masculino,Sueter,64.0,PayPal,21,Duas vezes/semana
45,Masculino,Cachecol,95.0,Cartao de Debito,41,Semanal
35,Masculino,Tenis,83.0,Venmo,23,Quinzenal
69,Masculino,Botas,97.0,Cartao de Debito,14,Anual
58,Masculino,Casaco,38.0,Dinheiro,24,Mensal
25,Masculino,Botas,48.0,Cartao de Credito,25,Quinzenal
27,Masculino,Sandalias,76.0,Transferencia Bancaria,13,Mensal
34,Masculino,Calca,25.0,Cartao de Debito,3,A cada 3 meses
53,Masculino,Agasalho,92.0,Dinheiro,42,Anual
58,Masculino,Sandalias,47.0,PayPal,2,Mensal
32,Masculino,Sueter,36.0,Venmo,26,Trimestral
64,Masculino,Cinto,51.0,Venmo,24,Anual
63,Masculino,Jeans,35.0,Cartao de Debito,6,Trimestral
23,Masculino,Agasalho,57.0,Cartao de Credito,25,Mensal
64,Masculino,Botas,95.0,Transferencia Bancaria,11,A cada 3 meses
18,Masculino,Meias,41.0,Cartao de Debito,20,A cada 3 meses
25,Masculino,Vestido,44.0,PayPal,25,Trimestral
54,Masculino,Jaqueta,34.0,Venmo,35,Trimestral
60,Masculino,Jaqueta,25.0,Venmo,11,Trimestral
36,Masculino,Botas,93.0,PayPal,41,Quinzenal
66,Masculino,Tenis,50.0,Transferencia Bancaria,17,Anual
60,Masculino,Calca,79.0,Cartao de Debito,1,A cada 3 meses
59,Masculino,Casaco,100.0,Venmo,30,A cada 3 meses
58,Masculino,Camisa,57.0,Transferencia Bancaria,47,Quinzenal
35,Masculino,Sueter,28.0,Cartao de Debito,34,Semanal
20,Masculino,Sapato,35.0,PayPal,18,Quinzenal
70,Masculino,Botas,85.0,Venmo,33,Duas vezes/semana
54,Masculino,Óculos de Sol,95.0,PayPal,42,Trimestral
38,Masculino,Tenis,90.0,Venmo,2,Trimestral
54,Masculino,Joias,49.0,Cartao de Credito,1,Mensal
33,Masculino,Cinto,92.0,Transferencia Bancaria,23,Trimestral
46,Masculino,Luvas,72.0,Transferencia Bancaria,42,Duas vezes/semana
58,Masculino,Shorts,71.0,PayPal,3,Anual
30,Masculino,Joias,27.0,Cartao de Credito,16,Quinzenal
42,Masculino,Luvas,39.0,Transferencia Bancaria,46,Quinzenal
28,Masculino,Joias,98.0,Cartao de Debito,31,A cada 3 meses
43,Masculino,Sandalias,27.0,Venmo,15,A cada 3 meses
31,Masculino,Joias,71.0,PayPal,48,A cada 3 meses
39,Masculino,Bone,24.0,Transferencia Bancaria,11,Semanal
69,Masculino,Shorts,63.0,Dinheiro,20,A cada 3 meses
31,Masculino,Sueter,72.0,Transferencia Bancaria,6,Mensal
44,Masculino,Blusa,61.0,Transferencia Bancaria,24,Mensal
39,Masculino,Bone,56.0,Cartao de Credito,18,Mensal
24,Masculino,Cinto,32.0,Cartao de Credito,1,A cada 3 meses
28,Masculino,Luvas,23.0,PayPal,13,Duas vezes/semana
48,Masculino,Casaco,100.0,Cartao de Debito,2,Semanal
39,Masculino,Joias,74.0,Dinheiro,26,Trimestral
64,Masculino,Saia,33.0,Cartao de Credito,31,Trimestral
28,Masculino,Luvas,67.0,Venmo,43,Semanal
39,Masculino,Joias,61.0,PayPal,12,Duas vezes/semana
49,Masculino,Shorts,46.0,Dinheiro,22,A cada 3 meses
22,Masculino,Luvas,56.0,Transferencia Bancaria,3,Quinzenal
25,Masculino,Tenis,73.0,Dinheiro,23,A cada 3 meses
40,Masculino,Saia,44.0,Cartao de Credito,26,Anual
23,Masculino,Bone,44.0,Venmo,37,Semanal
24,Masculino,Joias,26.0,PayPal,42,Trimestral
66,Masculino,Tenis,52.0,Venmo,15,Duas vezes/semana
27,Masculino,Camisa,54.0,Venmo,10,Trimestral
62,Masculino,Jaqueta,38.0,Venmo,3,Trimestral
70,Masculino,Cinto,44.0,Venmo,44,Trimestral
43,Masculino,Camiseta,76.0,Transferencia Bancaria,23,Quinzenal
45,Masculino,Joias,23.0,PayPal,6,Semanal
63,Masculino,Camiseta,98.0,Cartao de Credito,9,Duas vezes/semana
69,Masculino,Jaqueta,33.0,Cartao de Debito,16,A cada 3 meses
59,Masculino,Sueter,32.0,PayPal,46,Quinzenal
19,Masculino,Botas,85.0,Dinheiro,24,A cada 3 meses
63,Masculino,Jeans,69.0,Venmo,22,Mensal
37,Masculino,Jeans,55.0,Transferencia Bancaria,13,A cada 3 meses
37,Masculino,Calca,66.0,PayPal,20,Quinzenal
50,Masculino,Jaqueta,30.0,Dinheiro,46,Trimestral
60,Masculino,Jaqueta,80.0,Dinheiro,10,Mensal
46,Masculino,Cinto,20.0,PayPal,39,Mensal
35,Masculino,Camisa,30.0,Venmo,44,Trimestral
66,Masculino,Vestido,86.0,Transferencia Bancaria,7,Anual
35,Masculino,Blusa,84.0,Cartao de Credito,3,A cada 3 meses
20,Masculino,Vestido,54.0,Cartao de Credito,44,Anual
55,Masculino,Blusa,30.0,Cartao de Credito,31,Anual
34,Masculino,Vestido,91.0,Cartao de Credito,48,Semanal
60,Masculino,Tenis,23.0,Cartao de Debito,18,Duas vezes/semana
22,Masculino,Meias,35.0,PayPal,27,Mensal
26,Masculino,Sapato,90.0,Venmo,1,Semanal
39,Masculino,Jeans,93.0,Cartao de Debito,34,Semanal
20,Masculino,Jeans,68.0,Transferencia Bancaria,5,Duas vezes/semana
57,Masculino,Luvas,41.0,PayPal,12,Trimestral
68,Masculino,Cinto,73.0,Dinheiro,14,Quinzenal
50,Masculino,Óculos de Sol,73.0,Venmo,40,Semanal
21,Masculino,Bone,66.0,Venmo,39,Trimestral
29,Masculino,Mochila,59.0,Cartao de Credito,50,Semanal
38,Masculino,Shorts,72.0,Venmo,5,Mensal
54,Masculino,Meias,88.0,Venmo,35,Anual
22,Masculino,Meias,76.0,Cartao de Debito,6,Duas vezes/semana
29,Masculino,Cinto,31.0,Cartao de Debito,22,Quinzenal
41,Masculino,Jaqueta,22.0,PayPal,27,Mensal
26,Masculino,Bone,75.0,Transferencia Bancaria,33,Quinzenal
69,Masculino,Camiseta,75.0,Cartao de Credito,47,Duas vezes/semana
20,Masculino,Mochila,63.0,Venmo,48,Duas vezes/semana
59,Masculino,Casaco,21.0,Venmo,22,Trimestral
63,Masculino,Mochila,83.0,Dinheiro,8,Duas vezes/semana
68,Masculino,Jaqueta,46.0,PayPal,5,A cada 3 meses
50,Masculino,Sapato,59.0,Transferencia Bancaria,16,Trimestral
55,Masculino,Blusa,66.0,Venmo,26,Quinzenal
36,Masculino,Sandalias,74.0,PayPal,8,Mensal
18,Masculino,Óculos de Sol,82.0,Dinheiro,17,Trimestral
68,Masculino,Sapato,89.0,Transferencia Bancaria,50,Anual
56,Masculino,Vestido,65.0,Transferencia Bancaria,22,Duas vezes/semana
32,Masculino,Cinto,55.0,Cartao de Credito,19,A cada 3 meses
28,Masculino,Shorts,95.0,Cartao de Debito,14,Mensal
24,Masculino,Bolsa,77.0,Dinheiro,35,Duas vezes/semana
59,Masculino,Blusa,44.0,Venmo,43,Semanal
56,Masculino,Jeans,89.0,Transferencia Bancaria,24,Anual
30,Masculino,Joias,24.0,PayPal,17,Duas vezes/semana
48,Masculino,Cinto,43.0,Dinheiro,49,Anual
60,Masculino,Tenis,51.0,Cartao de Credito,17,Anual
46,Masculino,Bone,46.0,PayPal,40,Trimestral
69,Masculino,Vestido,32.0,PayPal,43,Semanal
19,Masculino,Tenis,55.0,Dinheiro,19,A cada 3 meses
66,Masculino,Óculos de Sol,26.0,Cartao de Debito,40,Trimestral
64,Masculino,Bolsa,29.0,Cartao de Debito,13,Mensal
54,Masculino,Blusa,49.0,Cartao de Debito,20,Mensal
27,Masculino,Blusa,45.0,PayPal,21,Trimestral
64,Masculino,Shorts,48.0,Cartao de Credito,18,Duas vezes/semana
43,Masculino,Shorts,47.0,Transferencia Bancaria,44,Trimestral
43,Masculino,Agasalho,57.0,Venmo,26,Trimestral
27,Masculino,Mochila,34.0,PayPal,34,Trimestral
35,Masculino,Óculos de Sol,75.0,Cartao de Credito,24,A cada 3 meses
43,Masculino,Cachecol,94.0,Venmo,23,Quinzenal
57,Masculino,Bone,84.0,Venmo,3,Semanal
50,Masculino,Cachecol,38.0,Cartao de Credito,2,Trimestral
37,Masculino,Cachecol,75.0,Cartao de Credito,23,Duas vezes/semana
68,Masculino,Calca,44.0,Cartao de Credito,8,Semanal
22,Masculino,Mochila,33.0,Dinheiro,30,A cada 3 meses
58,Masculino,Óculos de Sol,93.0,Venmo,48,Anual
48,Masculino,Tenis,99.0,Cartao de Credito,21,Duas vezes/semana
30,Masculino,Mochila,33.0,Venmo,9,Mensal
51,Masculino,Tenis,76.0,Venmo,8,Mensal
20,Masculino,Saia,63.0,PayPal,29,Semanal
30,Masculino,Calca,41.0,Cartao de Debito,3,A cada 3 meses
28,Masculino,Joias,88.0,Dinheiro,11,Quinzenal
37,Masculino,Saia,92.0,Venmo,16,Mensal
36,Masculino,Camiseta,31.0,Cartao de Debito,25,Semanal
18,Masculino,Saia,25.0,Transferencia Bancaria,32,Duas vezes/semana
52,Masculino,Camisa,28.0,Dinheiro,28,Quinzenal
56,Masculino,Vestido,75.0,PayPal,36,Mensal
68,Masculino,Botas,34.0,Cartao de Debito,7,Quinzenal
62,Masculino,Calca,97.0,Cartao de Debito,2,Trimestral
35,Masculino,Jaqueta,80.0,Dinheiro,6,Mensal
65,Masculino,Tenis,71.0,Cartao de Credito,30,Anual
69,Masculino,Joias,77.0,PayPal,46,Trimestral
28,Masculino,Cinto,41.0,Dinheiro,39,Mensal
37,Masculino,Cachecol,92.0,Dinheiro,8,Anual
41,Masculino,Blusa,95.0,Venmo,46,Trimestral
37,Masculino,Sueter,25.0,Dinheiro,40,Quinzenal
25,Masculino,Botas,77.0,Cartao de Debito,21,Semanal
41,Masculino,Meias,99.0,Venmo,33,Quinzenal
48,Masculino,Cinto,24.0,Dinheiro,3,Mensal
42,Masculino,Tenis,72.0,Venmo,48,Semanal
54,Masculino,Jeans,80.0,Dinheiro,8,Anual
18,Masculino,Saia,100.0,Transferencia Bancaria,24,Anual
56,Masculino,Sapato,83.0,Cartao de Credito,10,A cada 3 meses
61,Masculino,Vestido,95.0,PayPal,25,Mensal
40,Masculino,Bolsa,41.0,Transferencia Bancaria,3,Quinzenal
34,Masculino,Mochila,35.0,Dinheiro,45,Quinzenal
42,Masculino,Joias,30.0,Transferencia Bancaria,15,Mensal
43,Masculino,Bone,21.0,Cartao de Debito,34,Trimestral
47,Masculino,Joias,85.0,Cartao de Credito,21,Duas vezes/semana
48,Masculino,Camisa,54.0,Venmo,22,Duas vezes/semana
20,Masculino,Botas,26.0,PayPal,24,Semanal
65,Masculino,Camisa,59.0,Venmo,33,Mensal
54,Masculino,Óculos de Sol,48.0,Cartao de Credito,13,Quinzenal
23,Masculino,Shorts,98.0,Cartao de Debito,17,Duas vezes/semana
18,Masculino,Sueter,92.0,Venmo,25,A cada 3 meses
70,Masculino,Cinto,46.0,Transferencia Bancaria,15,Duas vezes/semana
55,Masculino,Camiseta,21.0,Cartao de Debito,4,Quinzenal
49,Masculino,Shorts,72.0,Venmo,43,Trimestral
26,Masculino,Sandalias,58.0,Dinheiro,12,Duas vezes/semana
33,Masculino,Camisa,93.0,Cartao de Credito,3,Mensal
20,Masculino,Meias,31.0,Cartao de Credito,1,Anual
41,Masculino,Calca,26.0,PayPal,6,Mensal
18,Masculino,Saia,68.0,Transferencia Bancaria,26,Mensal
26,Masculino,Joias,31.0,Cartao de Credito,6,Quinzenal
30,Masculino,Camiseta,41.0,Dinheiro,22,Duas vezes/semana
64,Masculino,Joias,62.0,PayPal,45,Duas vezes/semana
26,Masculino,Bone,41.0,Transferencia Bancaria,50,Trimestral
43,Masculino,Blusa,64.0,PayPal,50,Quinzenal
63,Masculino,Sandalias,72.0,Venmo,39,Trimestral
57,Masculino,Bolsa,78.0,Dinheiro,50,Duas vezes/semana
25,Masculino,Bone,47.0,Transferencia Bancaria,27,A cada 3 meses
68,Masculino,Cachecol,46.0,Venmo,38,Quinzenal
31,Masculino,Shorts,43.0,PayPal,37,A cada 3 meses
64,Masculino,Mochila,58.0,Venmo,50,Anual
38,Masculino,Sueter,32.0,Venmo,40,A cada 3 meses
34,Masculino,Saia,45.0,PayPal,3,Duas vezes/semana
32,Masculino,Tenis,35.0,Transferencia Bancaria,45,Duas vezes/semana
69,Masculino,Óculos de Sol,21.0,Venmo,8,Anual
45,Masculino,Vestido,64.0,PayPal,7,Mensal
35,Masculino,Blusa,88.0,Cartao de Credito,13,Trimestral
63,Masculino,Sapato,48.0,Cartao de Debito,29,A cada 3 meses
65,Masculino,Sueter,36.0,PayPal,7,Quinzenal
35,Masculino,Luvas,28.0,PayPal,50,A cada 3 meses
54,Masculino,Meias,80.0,Transferencia Bancaria,33,Duas vezes/semana
28,Masculino,Casaco,23.0,Cartao de Debito,30,A cada 3 meses
68,Masculino,Óculos de Sol,24.0,Dinheiro,40,Anual
58,Masculino,Botas,22.0,Cartao de Credito,49,Quinzenal
35,Masculino,Vestido,21.0,Transferencia Bancaria,32,Quinzenal
68,Masculino,Jaqueta,51.0,PayPal,18,Semanal
41,Masculino,Luvas,65.0,Transferencia Bancaria,50,Anual
65,Masculino,Cachecol,51.0,Cartao de Debito,13,Semanal
50,Masculino,Agasalho,32.0,Transferencia Bancaria,1,A cada 3 meses
18,Masculino,Casaco,70.0,Transferencia Bancaria,16,Quinzenal
38,Masculino,Cachecol,77.0,PayPal,6,Mensal
68,Masculino,Casaco,90.0,PayPal,21,Mensal
53,Masculino,Cachecol,36.0,Transferencia Bancaria,36,A cada 3 meses
58,Masculino,Bolsa,77.0,Cartao de Credito,20,A cada 3 meses
34,Masculino,Botas,78.0,Cartao de Credito,8,Trimestral
36,Masculino,Calca,69.0,Transferencia Bancaria,22,Mensal
58,Masculino,Camiseta,63.0,PayPal,3,Trimestral
60,Masculino,Cachecol,36.0,Venmo,46,Quinzenal
59,Masculino,Casaco,80.0,Transferencia Bancaria,42,Mensal
65,Masculino,Sueter,35.0,Dinheiro,1,Quinzenal
31,Masculino,Cinto,93.0,Venmo,29,Duas vezes/semana
43,Masculino,Cinto,25.0,Venmo,14,Trimestral
37,Masculino,Sueter,81.0,Venmo,4,Mensal
21,Masculino,Blusa,42.0,Cartao de Credito,41,A cada 3 meses
69,Masculino,Saia,36.0,Dinheiro,4,Duas vezes/semana
32,Masculino,Joias,66.0,Cartao de Debito,47,Semanal
53,Masculino,Luvas,37.0,Transferencia Bancaria,44,Anual
59,Masculino,Camiseta,45.0,Venmo,37,Mensal
64,Masculino,Luvas,86.0,Cartao de Credito,21,Trimestral
63,Masculino,Óculos de Sol,24.0,Cartao de Debito,46,Quinzenal
43,Masculino,Camisa,22.0,Dinheiro,1,Duas vezes/semana
19,Masculino,Bolsa,53.0,PayPal,35,Semanal
40,Masculino,Jaqueta,41.0,Dinheiro,49,Mensal
51,Masculino,Saia,64.0,Dinheiro,47,Anual
51,Masculino,Bolsa,40.0,Transferencia Bancaria,24,A cada 3 meses
66,Masculino,Blusa,33.0,Cartao de Credito,28,Quinzenal
42,Masculino,Camiseta,59.0,PayPal,22,Trimestral
22,Masculino,Calca,73.0,Venmo,20,Semanal
31,Masculino,Agasalho,22.0,PayPal,25,Semanal
18,Masculino,Botas,73.0,Cartao de Debito,15,Trimestral
21,Masculino,Blusa,62.0,Cartao de Debito,49,Duas vezes/semana
35,Masculino,Casaco,56.0,PayPal,10,Quinzenal
35,Masculino,Calca,90.0,Venmo,21,Anual
27,Masculino,Óculos de Sol,44.0,PayPal,34,Semanal
65,Masculino,Jeans,35.0,PayPal,41,Semanal
41,Masculino,Calca,71.0,PayPal,30,Quinzenal
60,Masculino,Vestido,52.0,PayPal,24,Duas vezes/semana
61,Masculino,Sapato,37.0,Cartao de Credito,6,Anual
24,Masculino,Tenis,95.0,Dinheiro,14,Duas vezes/semana
65,Masculino,Meias,97.0,Venmo,37,Duas vezes/semana
23,Masculino,Casaco,57.0,Cartao de Debito,37,Trimestral
30,Masculino,Camisa,93.0,Dinheiro,28,Semanal
33,Masculino,Blusa,48.0,Venmo,43,Duas vezes/semana
22,Masculino,Luvas,75.0,Cartao de Credito,25,Anual
67,Masculino,Saia,70.0,Venmo,4,Anual
28,Masculino,Bolsa,26.0,Cartao de Credito,13,Quinzenal
32,Masculino,Camisa,73.0,Cartao de Credito,32,Mensal
40,Masculino,Casaco,30.0,Dinheiro,1,Anual
64,Masculino,Sapato,61.0,Cartao de Credito,4,Anual
56,Masculino,Bolsa,75.0,Cartao de Debito,33,Duas vezes/semana
63,Masculino,Jaqueta,88.0,Venmo,45,Quinzenal
20,Masculino,Camisa,67.0,Cartao de Credito,20,Quinzenal
54,Masculino,Bone,95.0,Venmo,1,Quinzenal
31,Masculino,Óculos de Sol,69.0,Transferencia Bancaria,7,Duas vezes/semana
36,Masculino,Camisa,87.0,Venmo,48,A cada 3 meses
25,Masculino,Cinto,41.0,Cartao de Credito,46,Trimestral
20,Masculino,Sueter,67.0,Transferencia Bancaria,34,Anual
62,Masculino,Agasalho,70.0,Cartao de Credito,36,Mensal
69,Masculino,Bolsa,41.0,PayPal,44,A cada 3 meses
54,Masculino,Jeans,83.0,Cartao de Debito,48,Semanal
39,Masculino,Mochila,22.0,Venmo,12,Anual
56,Masculino,Tenis,20.0,Transferencia Bancaria,19,A cada 3 meses
39,Masculino,Joias,29.0,Venmo,49,Duas vezes/semana
37,Masculino,Óculos de Sol,87.0,Cartao de Credito,25,Quinzenal
25,Masculino,Shorts,81.0,Cartao de Credito,25,Duas vezes/semana
35,Masculino,Botas,58.0,Transferencia Bancaria,1,Trimestral
45,Masculino,Saia,83.0,Venmo,19,Anual
19,Masculino,Calca,59.0,Cartao de Debito,7,Trimestral
21,Masculino,Camiseta,93.0,Cartao de Debito,19,Mensal
65,Masculino,Camiseta,87.0,Cartao de Debito,9,Quinzenal
49,Masculino,Jaqueta,22.0,Venmo,37,Trimestral
30,Masculino,Jeans,71.0,Transferencia Bancaria,15,Mensal
23,Masculino,Vestido,69.0,PayPal,30,Duas vezes/semana
69,Masculino,Blusa,47.0,Venmo,30,A cada 3 meses
29,Masculino,Agasalho,50.0,Dinheiro,16,Duas vezes/semana
54,Masculino,Camiseta,96.0,Dinheiro,14,A cada 3 meses
45,Masculino,Sueter,39.0,Venmo,8,Trimestral
25,Masculino,Shorts,84.0,Dinheiro,40,Duas vezes/semana
34,Masculino,Joias,28.0,Venmo,24,Mensal
46,Masculino,Camiseta,51.0,Dinheiro,14,Quinzenal
70,Masculino,Cachecol,20.0,Transferencia Bancaria,39,Anual
42,Masculino,Sapato,72.0,PayPal,21,Semanal
45,Masculino,Óculos de Sol,33.0,Dinheiro,32,Trimestral
57,Masculino,Casaco,28.0,Cartao de Credito,45,Semanal
49,Masculino,Blusa,53.0,Cartao de Credito,19,Mensal
23,Masculino,Jeans,48.0,Cartao de Debito,1,A cada 3 meses
47,Masculino,Shorts,21.0,Venmo,12,Quinzenal
23,Masculino,Camisa,22.0,Dinheiro,26,Semanal
21,Masculino,Mochila,87.0,Cartao de Debito,12,Mensal
