Id,Idade,Genero,Item_Comprado,Valor_Compra(R$),Forma_Pagamento,Compras_Anteriores,Frequencia_Compras
1295,27,Masculino,Camisa,64.0,Cartao de Credito,21,A cada 3 meses
1296,30,Masculino,Tenis,60.0,PayPal,50,Semanal
1297,48,Masculino,Jeans,29.0,PayPal,16,Duas vezes/semana
1298,44,Masculino,Sandalias,85.0,Cartao de Debito,32,Anual
1299,29,Masculino,Calca,81.0,Dinheiro,14,Quinzenal
1300,29,Masculino,Cinto,23.0,Transferencia Bancaria,42,Duas vezes/semana
1301,67,Masculino,Camiseta,100.0,Dinheiro,47,A cada 3 meses
1302,42,Masculino,Camisa,54.0,Venmo,21,Semanal
1303,23,Masculino,Tenis,25.0,Transferencia Bancaria,37,Mensal
1304,34,Masculino,Blusa,32.0,Venmo,10,Anual
1305,64,Masculino,Mochila,63.0,Transferencia Bancaria,18,A cada 3 meses
1306,31,Masculino,Calca,56.0,Venmo,2,A cada 3 meses
1307,54,Masculino,Sueter,33.0,Dinheiro,40,Anual
1308,23,Masculino,Casaco,32.0,PayPal,43,Anual
1309,59,Masculino,Vestido,38.0,Cartao de Credito,14,A cada 3 meses
1310,32,Masculino,Blusa,21.0,Transferencia Bancaria,41,Trimestral
1311,43,Masculino,Agasalho,59.0,Cartao de Credito,38,A cada 3 meses
1312,32,Masculino,Sapato,87.0,Cartao de Credito,12,Anual
1313,66,Masculino,Camiseta,79.0,Venmo,19,Mensal
1314,70,Masculino,Sapato,28.0,Dinheiro,23,Duas vezes/semana
1315,42,Masculino,Botas,67.0,Venmo,49,Anual
1316,56,Masculino,Shorts,75.0,PayPal,29,Trimestral
1317,28,Masculino,Cinto,32.0,PayPal,14,Duas vezes/semana
1318,28,Masculino,Calca,43.0,Cartao de Credito,19,Mensal
1319,52,Masculino,Shorts,93.0,Venmo,19,Duas vezes/semana
1320,65,Masculino,Óculos de Sol,24.0,Cartao de Credito,48,Semanal
1321,56,Masculino,Bone,31.0,PayPal,19,Anual
1322,59,Masculino,Camiseta,84.0,Cartao de Credito,45,A cada 3 meses
1323,23,Masculino,Calca,74.0,Cartao de Credito,17,Trimestral
1324,58,Masculino,Shorts,62.0,Dinheiro,15,A cada 3 meses
1325,39,Masculino,Joias,77.0,Cartao de Credito,11,Quinzenal
1326,28,Masculino,Mochila,73.0,Venmo,1,Mensal
1327,40,Masculino,Sapato,50.0,Transferencia Bancaria,17,Mensal
1328,52,Masculino,Casaco,40.0,Cartao de Credito,37,Semanal
1329,37,Masculino,Sueter,97.0,Cartao de Debito,40,Semanal
1330,70,Masculino,Luvas,63.0,PayPal,50,A cada 3 meses
1331,30,Masculino,Bolsa,65.0,Cartao de Credito,20,Duas vezes/semana
1332,38,Masculino,Meias,91.0,Cartao de Credito,8,Duas vezes/semana
1333,66,Masculino,Agasalho,60.0,Transferencia Bancaria,16,Trimestral
1334,29,Masculino,Calca,69.0,Dinheiro,9,Trimestral
1335,46,Masculino,Casaco,52.0,Cartao de Debito,12,Mensal
1336,56,Masculino,Botas,49.0,Cartao de Credito,26,Semanal
1337,23,Masculino,Tenis,85.0,PayPal,44,Quinzenal
1338,37,Masculino,Sueter,86.0,Venmo,19,Duas vezes/semana
1339,56,Masculino,Bolsa,51.0,Transferencia Bancaria,43,Quinzenal
1340,36,Masculino,Cinto,56.0,PayPal,5,A cada 3 meses
1341,40,Masculino,Cinto,72.0,Cartao de Credito,5,A cada 3 meses
1342,26,Masculino,Agasalho,27.0,Cartao de Debito,31,Trimestral
1343,57,Masculino,Óculos de Sol,43.0,Dinheiro,11,Mensal
1344,68,Masculino,Tenis,56.0,Venmo,34,Mensal
1345,56,Masculino,Camiseta,37.0,Cartao de Credito,14,Anual
1346,40,Masculino,Vestido,21.0,Cartao de Credito,42,Semanal
1347,44,Masculino,Agasalho,91.0,Cartao de Credito,15,Duas vezes/semana
1348,44,Masculino,Sueter,95.0,Venmo,47,Mensal
1349,19,Masculino,Cinto,54.0,PayPal,23,Quinzenal
1350,21,Masculino,Meias,36.0,Transferencia Bancaria,23,Duas vezes/semana
1351,31,Masculino,Óculos de Sol,71.0,Dinheiro,1,A cada 3 meses
1352,30,Masculino,Casaco,31.0,Cartao de Credito,28,Trimestral
1353,65,Masculino,Bone,89.0,Transferencia Bancaria,37,Duas vezes/semana
1354,39,Masculino,Calca,83.0,Transferencia Bancaria,4,A cada 3 meses
1355,64,Masculino,Mochila,42.0,Cartao de Debito,21,Trimestral
1356,59,Masculino,Shorts,91.0,Venmo,50,Duas vezes/semana
1357,49,Masculino,Jaqueta,61.0,Cartao de Debito,34,Anual
1358,24,Masculino,Mochila,66.0,Venmo,20,Trimestral
1359,19,Masculino,Cachecol,22.0,Cartao de Debito,25,A cada 3 meses
1360,27,Masculino,Agasalho,68.0,Cartao de Debito,26,Quinzenal
1361,56,Masculino,Saia,43.0,Transferencia Bancaria,4,Anual
1362,49,Masculino,Vestido,32.0,Dinheiro,39,Mensal
1363,41,Masculino,Casaco,46.0,Dinheiro,29,Semanal
1364,36,Masculino,Blusa,90.0,Transferencia Bancaria,47,Trimestral
1365,68,Masculino,Bone,75.0,Dinheiro,5,A cada 3 meses
1366,28,Masculino,Bolsa,69.0,PayPal,18,Quinzenal
1367,45,Masculino,Cinto,40.0,Cartao de Debito,10,Quinzenal
1368,60,Masculino,Cinto,63.0,Venmo,25,Trimestral
1369,21,Masculino,Camisa,36.0,Venmo,2,Semanal
1370,32,Masculino,Sapato,75.0,Dinheiro,48,Quinzenal
1371,27,Masculino,Cachecol,67.0,PayPal,41,A cada 3 meses
1372,40,Masculino,Calca,64.0,PayPal,42,Mensal
1373,64,Masculino,Blusa,61.0,Cartao de Credito,44,Duas vezes/semana
1374,18,Masculino,Luvas,40.0,Cartao de Credito,6,Trimestral
1375,22,Masculino,Bolsa,97.0,Cartao de Debito,5,Trimestral
1376,42,Masculino,Tenis,31.0,Venmo,8,Anual
1377,57,Masculino,Sandalias,65.0,Dinheiro,24,Anual
1378,33,Masculino,Óculos de Sol,54.0,Cartao de Credito,42,Mensal
1379,37,Masculino,Jaqueta,49.0,PayPal,24,Semanal
1380,21,Masculino,Camiseta,64.0,Venmo,38,Duas vezes/semana
1381,51,Masculino,Tenis,35.0,Transferencia Bancaria,41,Quinzenal
1382,30,Masculino,Sapato,86.0,Dinheiro,48,Trimestral
1383,68,Masculino,Jaqueta,55.0,Venmo,16,Trimestral
1384,36,Masculino,Cachecol,58.0,Transferencia Bancaria,4,Mensal
1385,46,Masculino,Tenis,96.0,Dinheiro,8,Semanal
1386,41,Masculino,Joias,64.0,Cartao de Debito,1,Duas vezes/semana
1387,68,Masculino,Jaqueta,56.0,Transferencia Bancaria,4,Trimestral
1388,21,Masculino,Blusa,85.0,Cartao de Credito,20,Mensal
1389,62,Masculino,Vestido,23.0,Dinheiro,40,Trimestral
1390,59,Masculino,Cachecol,72.0,Cartao de Debito,8,Quinzenal
1391,25,Masculino,Bone,38.0,Venmo,42,Semanal
1392,53,Masculino,Blusa,29.0,Transferencia Bancaria,38,Anual
1393,31,Masculino,Luvas,46.0,Cartao de Debito,34,A cada 3 meses
1394,46,Masculino,Luvas,58.0,Transferencia Bancaria,14,Quinzenal
1395,26,Masculino,Casaco,43.0,PayPal,39,Semanal
1396,47,Masculino,Cachecol,32.0,Dinheiro,40,Duas vezes/semana
1397,37,Masculino,Calca,30.0,Dinheiro,49,Mensal
1398,55,Masculino,Óculos de Sol,67.0,Dinheiro,33,Anual
1399,30,Masculino,Vestido,45.0,Transferencia Bancaria,25,Semanal
1400,19,Masculino,Bone,81.0,Transferencia Bancaria,48,Anual
1401,36,Masculino,Mochila,23.0,Venmo,22,A cada 3 meses
1402,23,Masculino,Sandalias,59.0,Dinheiro,1,Semanal
1403,62,Masculino,Óculos de Sol,21.0,Transferencia Bancaria,47,Mensal
1404,26,Masculino,Mochila,20.0,Transferencia Bancaria,20,Duas vezes/semana
1405,36,Masculino,Joias,28.0,Venmo,10,Semanal
1406,33,Masculino,Meias,100.0,Dinheiro,39,Mensal
1407,32,Masculino,Camisa,46.0,Venmo,15,Mensal
1408,56,Masculino,Bolsa,61.0,Dinheiro,11,Anual
1409,58,Masculino,Blusa,58.0,Cartao de Debito,38,Semanal
1410,34,Masculino,Mochila,50.0,Cartao de Credito,41,Quinzenal
1411,61,Masculino,Bone,93.0,Venmo,18,Anual
1412,48,Masculino,Saia,24.0,PayPal,13,Trimestral
1413,25,Masculino,Shorts,100.0,Cartao de Debito,43,Anual
1414,51,Masculino,Blusa,79.0,Venmo,12,Trimestral
1415,29,Masculino,Meias,51.0,Cartao de Debito,3,Duas vezes/semana
1416,54,Masculino,Cinto,90.0,Transferencia Bancaria,12,A cada 3 meses
1417,48,Masculino,Botas,56.0,PayPal,46,Trimestral
1418,62,Masculino,Shorts,25.0,Dinheiro,21,Quinzenal
1419,18,Masculino,Camisa,75.0,Transferencia Bancaria,23,A cada 3 meses
1420,43,Masculino,Bolsa,75.0,Cartao de Debito,4,Trimestral
1421,22,Masculino,Jeans,53.0,Dinheiro,45,A cada 3 meses
1422,68,Masculino,Vestido,100.0,Cartao de Credito,24,Quinzenal
1423,44,Masculino,Vestido,27.0,PayPal,3,Duas vezes/semana
1424,51,Masculino,Sandalias,60.0,PayPal,12,A cada 3 meses
1425,66,Masculino,Jaqueta,23.0,Dinheiro,34,A cada 3 meses
1426,59,Masculino,Casaco,40.0,Cartao de Debito,39,Anual
1427,60,Masculino,Calca,38.0,Cartao de Credito,35,A cada 3 meses
1428,31,Masculino,Mochila,90.0,PayPal,8,Anual
1429,20,Masculino,Blusa,97.0,Cartao de Debito,42,Trimestral
1430,24,Masculino,Saia,38.0,Venmo,6,A cada 3 meses
1431,48,Masculino,Sandalias,30.0,PayPal,3,Quinzenal
1432,39,Masculino,Calca,88.0,Transferencia Bancaria,29,Trimestral
1433,34,Masculino,Bone,33.0,Dinheiro,32,Trimestral
1434,70,Masculino,Agasalho,60.0,Venmo,45,Semanal
1435,59,Masculino,Sueter,64.0,PayPal,21,Duas vezes/semana
1436,45,Masculino,Cachecol,95.0,Cartao de Debito,41,Semanal
1437,35,Masculino,Tenis,83.0,Venmo,23,Quinzenal
1438,69,Masculino,Botas,97.0,Cartao de Debito,14,Anual
1439,58,Masculino,Casaco,38.0,Dinheiro,24,Mensal
1440,25,Masculino,Botas,48.0,Cartao de Credito,25,Quinzenal
1441,27,Masculino,Sandalias,76.0,Transferencia Bancaria,13,Mensal
1442,34,Masculino,Calca,25.0,Cartao de Debito,3,A cada 3 meses
1443,53,Masculino,Agasalho,92.0,Dinheiro,42,Anual
1444,58,Masculino,Sandalias,47.0,PayPal,2,Mensal
1445,32,Masculino,Sueter,36.0,Venmo,26,Trimestral
1446,64,Masculino,Cinto,51.0,Venmo,24,Anual
1447,63,Masculino,Jeans,35.0,Cartao de Debito,6,Trimestral
1448,23,Masculino,Agasalho,57.0,Cartao de Credito,25,Mensal
1449,64,Masculino,Botas,95.0,Transferencia Bancaria,11,A cada 3 meses
1450,18,Masculino,Meias,41.0,Cartao de Debito,20,A cada 3 meses
1451,25,Masculino,Vestido,44.0,PayPal,25,Trimestral
1452,54,Masculino,Jaqueta,34.0,Venmo,35,Trimestral
1453,60,Masculino,Jaqueta,25.0,Venmo,11,Trimestral
1454,36,Masculino,Botas,93.0,PayPal,41,Quinzenal
1455,66,Masculino,Tenis,50.0,Transferencia Bancaria,17,Anual
1456,60,Masculino,Calca,79.0,Cartao de Debito,1,A cada 3 meses
1457,59,Masculino,Casaco,100.0,Venmo,30,A cada 3 meses
1458,58,Masculino,Camisa,57.0,Transferencia Bancaria,47,Quinzenal
1459,35,Masculino,Sueter,28.0,Cartao de Debito,34,Semanal
1460,20,Masculino,Sapato,35.0,PayPal,18,Quinzenal
1461,70,Masculino,Botas,85.0,Venmo,33,Duas vezes/semana
1462,54,Masculino,Óculos de Sol,95.0,PayPal,42,Trimestral
1463,38,Masculino,Tenis,90.0,Venmo,2,Trimestral
1464,54,Masculino,Joias,49.0,Cartao de Credito,1,Mensal
1465,33,Masculino,Cinto,92.0,Transferencia Bancaria,23,Trimestral
1466,46,Masculino,Luvas,72.0,Transferencia Bancaria,42,Duas vezes/semana
1467,58,Masculino,Shorts,71.0,PayPal,3,Anual
1468,30,Masculino,Joias,27.0,Cartao de Credito,16,Quinzenal
1469,42,Masculino,Luvas,39.0,Transferencia Bancaria,46,Quinzenal
1470,28,Masculino,Joias,98.0,Cartao de Debito,31,A cada 3 meses
1471,43,Masculino,Sandalias,27.0,Venmo,15,A cada 3 meses
1472,31,Masculino,Joias,71.0,PayPal,48,A cada 3 meses
1473,39,Masculino,Bone,24.0,Transferencia Bancaria,11,Semanal
1474,69,Masculino,Shorts,63.0,Dinheiro,20,A cada 3 meses
1475,31,Masculino,Sueter,72.0,Transferencia Bancaria,6,Mensal
1476,44,Masculino,Blusa,61.0,Transferencia Bancaria,24,Mensal
1477,39,Masculino,Bone,56.0,Cartao de Credito,18,Mensal
1478,24,Masculino,Cinto,32.0,Cartao de Credito,1,A cada 3 meses
1479,28,Masculino,Luvas,23.0,PayPal,13,Duas vezes/semana
1480,48,Masculino,Casaco,100.0,Cartao de Debito,2,Semanal
1481,39,Masculino,Joias,74.0,Dinheiro,26,Trimestral
1482,64,Masculino,Saia,33.0,Cartao de Credito,31,Trimestral
1483,28,Masculino,Luvas,67.0,Venmo,43,Semanal
1484,39,Masculino,Joias,61.0,PayPal,12,Duas vezes/semana
1485,49,Masculino,Shorts,46.0,Dinheiro,22,A cada 3 meses
1486,22,Masculino,Luvas,56.0,Transferencia Bancaria,3,Quinzenal
1487,25,Masculino,Tenis,73.0,Dinheiro,23,A cada 3 meses
1488,40,Masculino,Saia,44.0,Cartao de Credito,26,Anual
1489,23,Masculino,Bone,44.0,Venmo,37,Semanal
1490,24,Masculino,Joias,26.0,PayPal,42,Trimestral
1491,66,Masculino,Tenis,52.0,Venmo,15,Duas vezes/semana
1492,27,Masculino,Camisa,54.0,Venmo,10,Trimestral
1493,62,Masculino,Jaqueta,38.0,Venmo,3,Trimestral
1494,70,Masculino,Cinto,44.0,Venmo,44,Trimestral
1495,43,Masculino,Camiseta,76.0,Transferencia Bancaria,23,Quinzenal
1496,45,Masculino,Joias,23.0,PayPal,6,Semanal
1497,63,Masculino,Camiseta,98.0,Cartao de Credito,9,Duas vezes/semana
1498,69,Masculino,Jaqueta,33.0,Cartao de Debito,16,A cada 3 meses
1499,59,Masculino,Sueter,32.0,PayPal,46,Quinzenal
1500,19,Masculino,Botas,85.0,Dinheiro,24,A cada 3 meses
1501,63,Masculino,Jeans,69.0,Venmo,22,Mensal
1502,37,Masculino,Jeans,55.0,Transferencia Bancaria,13,A cada 3 meses
1503,37,Masculino,Calca,66.0,PayPal,20,Quinzenal
1504,50,Masculino,Jaqueta,30.0,Dinheiro,46,Trimestral
1505,60,Masculino,Jaqueta,80.0,Dinheiro,10,Mensal
1506,46,Masculino,Cinto,20.0,PayPal,39,Mensal
1507,35,Masculino,Camisa,30.0,Venmo,44,Trimestral
1508,66,Masculino,Vestido,86.0,Transferencia Bancaria,7,Anual
1509,35,Masculino,Blusa,84.0,Cartao de Credito,3,A cada 3 meses
1510,20,Masculino,Vestido,54.0,Cartao de Credito,44,Anual
1511,55,Masculino,Blusa,30.0,Cartao de Credito,31,Anual
1512,34,Masculino,Vestido,91.0,Cartao de Credito,48,Semanal
1513,60,Masculino,Tenis,23.0,Cartao de Debito,18,Duas vezes/semana
1514,22,Masculino,Meias,35.0,PayPal,27,Mensal
1515,26,Masculino,Sapato,90.0,Venmo,1,Semanal
1516,39,Masculino,Jeans,93.0,Cartao de Debito,34,Semanal
1517,20,Masculino,Jeans,68.0,Transferencia Bancaria,5,Duas vezes/semana
1518,57,Masculino,Luvas,41.0,PayPal,12,Trimestral
1519,68,Masculino,Cinto,73.0,Dinheiro,14,Quinzenal
1520,50,Masculino,Óculos de Sol,73.0,Venmo,40,Semanal
1521,21,Masculino,Bone,66.0,Venmo,39,Trimestral
1522,29,Masculino,Mochila,59.0,Cartao de Credito,50,Semanal
1523,38,Masculino,Shorts,72.0,Venmo,5,Mensal
1524,54,Masculino,Meias,88.0,Venmo,35,Anual
1525,22,Masculino,Meias,76.0,Cartao de Debito,6,Duas vezes/semana
1526,29,Masculino,Cinto,31.0,Cartao de Debito,22,Quinzenal
1527,41,Masculino,Jaqueta,22.0,PayPal,27,Mensal
1528,26,Masculino,Bone,75.0,Transferencia Bancaria,33,Quinzenal
1529,69,Masculino,Camiseta,75.0,Cartao de Credito,47,Duas vezes/semana
1530,20,Masculino,Mochila,63.0,Venmo,48,Duas vezes/semana
1531,59,Masculino,Casaco,21.0,Venmo,22,Trimestral
1532,63,Masculino,Mochila,83.0,Dinheiro,8,Duas vezes/semana
1533,68,Masculino,Jaqueta,46.0,PayPal,5,A cada 3 meses
1534,50,Masculino,Sapato,59.0,Transferencia Bancaria,16,Trimestral
1535,55,Masculino,Blusa,66.0,Venmo,26,Quinzenal
1536,36,Masculino,Sandalias,74.0,PayPal,8,Mensal
1537,18,Masculino,Óculos de Sol,82.0,Dinheiro,17,Trimestral
1538,68,Masculino,Sapato,89.0,Transferencia Bancaria,50,Anual
1539,56,Masculino,Vestido,65.0,Transferencia Bancaria,22,Duas vezes/semana
1540,32,Masculino,Cinto,55.0,Cartao de Credito,19,A cada 3 meses
1541,28,Masculino,Shorts,95.0,Cartao de Debito,14,Mensal
1542,24,Masculino,Bolsa,77.0,Dinheiro,35,Duas vezes/semana
1543,59,Masculino,Blusa,44.0,Venmo,43,Semanal
1544,56,Masculino,Jeans,89.0,Transferencia Bancaria,24,Anual
1545,30,Masculino,Joias,24.0,PayPal,17,Duas vezes/semana
1546,48,Masculino,Cinto,43.0,Dinheiro,49,Anual
1547,60,Masculino,Tenis,51.0,Cartao de Credito,17,Anual
1548,46,Masculino,Bone,46.0,PayPal,40,Trimestral
1549,69,Masculino,Vestido,32.0,PayPal,43,Semanal
1550,19,Masculino,Tenis,55.0,Dinheiro,19,A cada 3 meses
1551,66,Masculino,Óculos de Sol,26.0,Cartao de Debito,40,Trimestral
1552,64,Masculino,Bolsa,29.0,Cartao de Debito,13,Mensal
1553,54,Masculino,Blusa,49.0,Cartao de Debito,20,Mensal
1554,27,Masculino,Blusa,45.0,PayPal,21,Trimestral
1555,64,Masculino,Shorts,48.0,Cartao de Credito,18,Duas vezes/semana
1556,43,Masculino,Shorts,47.0,Transferencia Bancaria,44,Trimestral
1557,43,Masculino,Agasalho,57.0,Venmo,26,Trimestral
1558,27,Masculino,Mochila,34.0,PayPal,34,Trimestral
1559,35,Masculino,Óculos de Sol,75.0,Cartao de Credito,24,A cada 3 meses
1560,43,Masculino,Cachecol,94.0,Venmo,23,Quinzenal
1561,57,Masculino,Bone,84.0,Venmo,3,Semanal
1562,50,Masculino,Cachecol,38.0,Cartao de Credito,2,Trimestral
1563,37,Masculino,Cachecol,75.0,Cartao de Credito,23,Duas vezes/semana
1564,68,Masculino,Calca,44.0,Cartao de Credito,8,Semanal
1565,22,Masculino,Mochila,33.0,Dinheiro,30,A cada 3 meses
1566,58,Masculino,Óculos de Sol,93.0,Venmo,48,Anual
1567,48,Masculino,Tenis,99.0,Cartao de Credito,21,Duas vezes/semana
1568,30,Masculino,Mochila,33.0,Venmo,9,Mensal
1569,51,Masculino,Tenis,76.0,Venmo,8,Mensal
1570,20,Masculino,Saia,63.0,PayPal,29,Semanal
1571,30,Masculino,Calca,41.0,Cartao de Debito,3,A cada 3 meses
1572,28,Masculino,Joias,88.0,Dinheiro,11,Quinzenal
1573,37,Masculino,Saia,92.0,Venmo,16,Mensal
1574,36,Masculino,Camiseta,31.0,Cartao de Debito,25,Semanal
1575,18,Masculino,Saia,25.0,Transferencia Bancaria,32,Duas vezes/semana
1576,52,Masculino,Camisa,28.0,Dinheiro,28,Quinzenal
1577,56,Masculino,Vestido,75.0,PayPal,36,Mensal
1578,68,Masculino,Botas,34.0,Cartao de Debito,7,Quinzenal
1579,62,Masculino,Calca,97.0,Cartao de Debito,2,Trimestral
1580,35,Masculino,Jaqueta,80.0,Dinheiro,6,Mensal
1581,65,Masculino,Tenis,71.0,Cartao de Credito,30,Anual
1582,69,Masculino,Joias,77.0,PayPal,46,Trimestral
1583,28,Masculino,Cinto,41.0,Dinheiro,39,Mensal
1584,37,Masculino,Cachecol,92.0,Dinheiro,8,Anual
1585,41,Masculino,Blusa,95.0,Venmo,46,Trimestral
1586,37,Masculino,Sueter,25.0,Dinheiro,40,Quinzenal
1587,25,Masculino,Botas,77.0,Cartao de Debito,21,Semanal
1588,41,Masculino,Meias,99.0,Venmo,33,Quinzenal
1589,48,Masculino,Cinto,24.0,Dinheiro,3,Mensal
1590,42,Masculino,Tenis,72.0,Venmo,48,Semanal
1591,54,Masculino,Jeans,80.0,Dinheiro,8,Anual
1592,18,Masculino,Saia,100.0,Transferencia Bancaria,24,Anual
1593,56,Masculino,Sapato,83.0,Cartao de Credito,10,A cada 3 meses
1594,61,Masculino,Vestido,95.0,PayPal,25,Mensal
1595,40,Masculino,Bolsa,41.0,Transferencia Bancaria,3,Quinzenal
1596,34,Masculino,Mochila,35.0,Dinheiro,45,Quinzenal
1597,42,Masculino,Joias,30.0,Transferencia Bancaria,15,Mensal
1598,43,Masculino,Bone,21.0,Cartao de Debito,34,Trimestral
1599,47,Masculino,Joias,85.0,Cartao de Credito,21,Duas vezes/semana
1600,48,Masculino,Camisa,54.0,Venmo,22,Duas vezes/semana
1601,20,Masculino,Botas,26.0,PayPal,24,Semanal
1602,65,Masculino,Camisa,59.0,Venmo,33,Mensal
1603,54,Masculino,Óculos de Sol,48.0,Cartao de Credito,13,Quinzenal
1604,23,Masculino,Shorts,98.0,Cartao de Debito,17,Duas vezes/semana
1605,18,Masculino,Sueter,92.0,Venmo,25,A cada 3 meses
1606,70,Masculino,Cinto,46.0,Transferencia Bancaria,15,Duas vezes/semana
1607,55,Masculino,Camiseta,21.0,Cartao de Debito,4,Quinzenal
1608,49,Masculino,Shorts,72.0,Venmo,43,Trimestral
1609,26,Masculino,Sandalias,58.0,Dinheiro,12,Duas vezes/semana
1610,33,Masculino,Camisa,93.0,Cartao de Credito,3,Mensal
1611,20,Masculino,Meias,31.0,Cartao de Credito,1,Anual
1612,41,Masculino,Calca,26.0,PayPal,6,Mensal
1613,18,Masculino,Saia,68.0,Transferencia Bancaria,26,Mensal
1614,26,Masculino,Joias,31.0,Cartao de Credito,6,Quinzenal
1615,30,Masculino,Camiseta,41.0,Dinheiro,22,Duas vezes/semana
1616,64,Masculino,Joias,62.0,PayPal,45,Duas vezes/semana
1617,26,Masculino,Bone,41.0,Transferencia Bancaria,50,Trimestral
1618,43,Masculino,Blusa,64.0,PayPal,50,Quinzenal
1619,63,Masculino,Sandalias,72.0,Venmo,39,Trimestral
1620,57,Masculino,Bolsa,78.0,Dinheiro,50,Duas vezes/semana
1621,25,Masculino,Bone,47.0,Transferencia Bancaria,27,A cada 3 meses
1622,68,Masculino,Cachecol,46.0,Venmo,38,Quinzenal
1623,31,Masculino,Shorts,43.0,PayPal,37,A cada 3 meses
1624,64,Masculino,Mochila,58.0,Venmo,50,Anual
1625,38,Masculino,Sueter,32.0,Venmo,40,A cada 3 meses
1626,34,Masculino,Saia,45.0,PayPal,3,Duas vezes/semana
1627,32,Masculino,Tenis,35.0,Transferencia Bancaria,45,Duas vezes/semana
1628,69,Masculino,Óculos de Sol,21.0,Venmo,8,Anual
1629,45,Masculino,Vestido,64.0,PayPal,7,Mensal
1630,35,Masculino,Blusa,88.0,Cartao de Credito,13,Trimestral
1631,63,Masculino,Sapato,48.0,Cartao de Debito,29,A cada 3 meses
1632,65,Masculino,Sueter,36.0,PayPal,7,Quinzenal
1633,35,Masculino,Luvas,28.0,PayPal,50,A cada 3 meses
1634,54,Masculino,Meias,80.0,Transferencia Bancaria,33,Duas vezes/semana
1635,28,Masculino,Casaco,23.0,Cartao de Debito,30,A cada 3 meses
1636,68,Masculino,Óculos de Sol,24.0,Dinheiro,40,Anual
1637,58,Masculino,Botas,22.0,Cartao de Credito,49,Quinzenal
1638,35,Masculino,Vestido,21.0,Transferencia Bancaria,32,Quinzenal
1639,68,Masculino,Jaqueta,51.0,PayPal,18,Semanal
1640,41,Masculino,Luvas,65.0,Transferencia Bancaria,50,Anual
1641,65,Masculino,Cachecol,51.0,Cartao de Debito,13,Semanal
1642,50,Masculino,Agasalho,32.0,Transferencia Bancaria,1,A cada 3 meses
1643,18,Masculino,Casaco,70.0,Transferencia Bancaria,16,Quinzenal
1644,38,Masculino,Cachecol,77.0,PayPal,6,Mensal
1645,68,Masculino,Casaco,90.0,PayPal,21,Mensal
1646,53,Masculino,Cachecol,36.0,Transferencia Bancaria,36,A cada 3 meses
1647,58,Masculino,Bolsa,77.0,Cartao de Credito,20,A cada 3 meses
1648,34,Masculino,Botas,78.0,Cartao de Credito,8,Trimestral
1649,36,Masculino,Calca,69.0,Transferencia Bancaria,22,Mensal
1650,58,Masculino,Camiseta,63.0,PayPal,3,Trimestral
1651,60,Masculino,Cachecol,36.0,Venmo,46,Quinzenal
1652,59,Masculino,Casaco,80.0,Transferencia Bancaria,42,Mensal
1653,65,Masculino,Sueter,35.0,Dinheiro,1,Quinzenal
1654,31,Masculino,Cinto,93.0,Venmo,29,Duas vezes/semana
1655,43,Masculino,Cinto,25.0,Venmo,14,Trimestral
1656,37,Masculino,Sueter,81.0,Venmo,4,Mensal
1657,21,Masculino,Blusa,42.0,Cartao de Credito,41,A cada 3 meses
1658,69,Masculino,Saia,36.0,Dinheiro,4,Duas vezes/semana
1659,32,Masculino,Joias,66.0,Cartao de Debito,47,Semanal
1660,53,Masculino,Luvas,37.0,Transferencia Bancaria,44,Anual
1661,59,Masculino,Camiseta,45.0,Venmo,37,Mensal
1662,64,Masculino,Luvas,86.0,Cartao de Credito,21,Trimestral
1663,63,Masculino,Óculos de Sol,24.0,Cartao de Debito,46,Quinzenal
1664,43,Masculino,Camisa,22.0,Dinheiro,1,Duas vezes/semana
1665,19,Masculino,Bolsa,53.0,PayPal,35,Semanal
1666,40,Masculino,Jaqueta,41.0,Dinheiro,49,Mensal
1667,51,Masculino,Saia,64.0,Dinheiro,47,Anual
1668,51,Masculino,Bolsa,40.0,Transferencia Bancaria,24,A cada 3 meses
1669,66,Masculino,Blusa,33.0,Cartao de Credito,28,Quinzenal
1670,42,Masculino,Camiseta,59.0,PayPal,22,Trimestral
1671,22,Masculino,Calca,73.0,Venmo,20,Semanal
1672,31,Masculino,Agasalho,22.0,PayPal,25,Semanal
1673,18,Masculino,Botas,73.0,Cartao de Debito,15,Trimestral
1674,21,Masculino,Blusa,62.0,Cartao de Debito,49,Duas vezes/semana
1675,35,Masculino,Casaco,56.0,PayPal,10,Quinzenal
1676,35,Masculino,Calca,90.0,Venmo,21,Anual
1677,27,Masculino,Óculos de Sol,44.0,PayPal,34,Semanal
1678,65,Masculino,Jeans,35.0,PayPal,41,Semanal
1679,41,Masculino,Calca,71.0,PayPal,30,Quinzenal
1680,60,Masculino,Vestido,52.0,PayPal,24,Duas vezes/semana
1681,61,Masculino,Sapato,37.0,Cartao de Credito,6,Anual
1682,24,Masculino,Tenis,95.0,Dinheiro,14,Duas vezes/semana
1683,65,Masculino,Meias,97.0,Venmo,37,Duas vezes/semana
1684,23,Masculino,Casaco,57.0,Cartao de Debito,37,Trimestral
1685,30,Masculino,Camisa,93.0,Dinheiro,28,Semanal
1686,33,Masculino,Blusa,48.0,Venmo,43,Duas vezes/semana
1687,22,Masculino,Luvas,75.0,Cartao de Credito,25,Anual
1688,67,Masculino,Saia,70.0,Venmo,4,Anual
